,Recall,Precision,F1-Score,Accuracy,ROC AUC
No SMOTE,0.9403731486824389,0.9400845076491737,0.94018974585281,0.9403731486824389,0.9902645970678258
SMOTE,0.9344104635506828,0.9374201072331514,0.9354873644638397,0.9344104635506828,0.99015369379735
