,Recall,Precision,F1-Score,Accuracy,ROC AUC
No SMOTE,0.9675930377920954,0.9676719061355095,0.967489895476803,0.9675930377920954,0.996148654778154
SMOTE,0.9665352437734398,0.9669522529274419,0.9666502116665112,0.9665352437734398,0.9963229538267273
