,Recall,Precision,F1-Score,Accuracy,ROC AUC
No SMOTE,0.9630733724396576,0.9631090875257063,0.9627565684943743,0.9630733724396576,0.9949369261531241
SMOTE,0.9600923165689008,0.960421476945523,0.960099670633671,0.9600923165689008,0.9952070947167505
