,Recall,Precision,F1-Score,Accuracy,ROC AUC
No SMOTE,0.9680738532551206,0.9681873839157322,0.9679395289364363,0.9680738532551206,0.9964496095340103
SMOTE,0.9671122223290701,0.9674288610838803,0.9671913334169427,0.9671122223290701,0.9967125833135744
