,Recall,Precision,F1-Score,Accuracy,ROC AUC
No SMOTE,0.9594152721677246,0.9595421813032281,0.959366800310186,0.9594152721677246,0.99590791919942
SMOTE,0.9623004423927678,0.962995660838566,0.9625333782829775,0.9623004423927678,0.9955273015711453
